text,tweet_id,tweet_time,tweeter,tweeter_name
"@RobDemovsky Ah, so sorry to hear. I lost my mom to that horrible disease 16 yrs ago. My heart goes out to @crosbykicks2, his brother &amp; their entire family in this difficult time.
#GoPackGo 
#FindACureForOvarianCancer https://t.co/C6WMSiKbdb",1201259201185619970,2019-12-01 21:58:06,762626212694863872,Jeff
A @packers win today is just what I needed. #GoPackGo,1201259192281174017,2019-12-01 21:58:04,473340446,Jordyn
"@Bill_Michaels @Giants Good response after another dud out West. Now tapered because it was the NY, but they need to look good against bad teams, have to take care of business against these next few opponents to build confidence and try to get hot. 49ers lost, one of Min/Seattle will lose. #GoPackGo",1201259112383811584,2019-12-01 21:57:45,136348678,Tyler Kircher
Winning in a Winter Wonderland❄️🏈 #GoPackGo @crosbykicks2 @packers @NFL https://t.co/fLTgmuRGvW,1201259014887215104,2019-12-01 21:57:22,816295705539002368,"Judith Garza, LAT, CCS-P"
9-3. #GoPackGo,1201258804538728450,2019-12-01 21:56:31,1072364088,Michael
"Packers win! Get the best stocking stuffers ever! The Cheesehead Devotionals: Kickoff Edition, Hall of Fame Edition. Award winning. Endorsed by Reggie's wife, Brett's mom, Kevin Harlan, Wayne Larrivee. https://t.co/wGbNh7vQ2M https://t.co/W5njlj0iGX #greatreads #GoPackGo",1201258762700500998,2019-12-01 21:56:21,795851276,Judy DuCharme
#GoPackGo #GreenBayAllDay #howboutdemcowboys 🤣💪🏿 https://t.co/CY5vigqJFD,1201258635466346496,2019-12-01 21:55:51,934686862928678912,Nah Lowitz
9-3..  AWESOME...  But a false sense of success..... Dive deep Packer fans..  Room for improvement all over and needed for any potential playoff run..  #GoPackGo,1201258601819586561,2019-12-01 21:55:43,295351620,PopRock 🇺🇸
“Great teams don’t lose 2 in a row” #GoPackGo,1201258586460037122,2019-12-01 21:55:39,478253678,Dan
"📢Cyber Monday Auction Low Bid Alert!🚨

Brett Favre ""SB XXXI Champs"" autographed Packers football!

Current bid is only $104!🤑

https://t.co/dozp9zEPu2

#cybermonday #brettfavre #autograph #sportsmemorabilia #memorabilia #auction #nfl #football #favre #packers #GoPackGo https://t.co/k6Heh2JKbY",1201258577567961094,2019-12-01 21:55:37,834433924679938051,Auction of Champions
@ASavageNation @VP @LindseyKevitch @marklevinshow @Sophiejulia @jeremypiven @UPS @KTNV @FOX5Vegas @JewishJournal @AKevitch @jennadewan @JennyTaft @RealSkipBayless @GOPLeader @drtonyevans @kenjeong @maxkellerman @RahmEmanuel @RepFredUpton @tedlieu @TulsiGabbard @BillHemmer @SandraSmithFox @BillClinton @seanhannity @SheinelleJones @Sheriff_LVMPD @LVMPD @FedEx 👂to @cannonhartman @ohrnberger @AM570LASports 👍 @kurt13warner @Kevinharlan @Theoldp @mattmoneysmith @AKevitch @brighten_HQ @Eagles #FlyEaglesFly @packers #GoPackGo @TomBrady @Edelman11 for @DCarr8 @espn_jon 👀🔝@Chargers #BoltUp &amp; go 2 @SanDiegoCounty @Kevin_Faulconer @sdut @EW,1201258576288681984,2019-12-01 21:55:37,989123054872608769,WarriorProphetJeremiahWBalik
"I like the win but come playoff time, the ONLY team I don’t wanna see...is the Seahawks. I hate playing them no matter where we at. #GoPackGo",1201258494021832706,2019-12-01 21:55:17,221854112,#RampagingBeast
Sweet picture from #GBvsNYG #GoPackGo https://t.co/nMVkSk0ATH,1201258430121627655,2019-12-01 21:55:02,817895171803193344,David Hawkins خناشي
"🏈 Domingo #NFL100 

✅ #FinsUp (3-9)
✅ #HTTR (3-9)
✅ #GoPackGo (9-3) 
✅ #GoBucs (5-7) 

❌ #FlyEaglesFly (5-7) 
❌ #KeepPounding (5-7)
❌ #GiantsPride (2-10)
❌ #DUUUVAL (4-8) https://t.co/3dG8SxhoNe",1201258412744617986,2019-12-01 21:54:58,1037718789142368256,SportmaniaMX
YES❕❕❕❕❕❕ #GoPackGo 🏈🏈🏈 https://t.co/YTc5hVXUhs,1201258387691859968,2019-12-01 21:54:52,193913902,MARIE 🐩🐾🐾🎄🎄🍗🍗💞🌵
Momma is sick so I put up the Christmas tree for her ☺️ #GoPackGo 💚💛 https://t.co/t5hlXWYOnJ,1201258265805574144,2019-12-01 21:54:23,636350437,julie 🌼
Calling it a night for #NFLRedZone an entertaining batch of early games.  Packers get another win to edge a little closer to claiming the Division. Really need the Seahawks to do us a favour on Monday night #GoPackGo,1201258242829115396,2019-12-01 21:54:18,24912591,Chöpstick 🇪🇺
"@Bill_Michaels The Rodgers numbers don't tell the real story... Not hitting open guys as pointed out by announcers, running down play clock continuously, wasted time outs, going deep to Adams on 3rd an short, no urgency w/ two min drill before half. ect... #GoPackGo",1201258159307927554,2019-12-01 21:53:58,295351620,PopRock 🇺🇸
"I’m tired of this, grandpa!!!!! #GBvsNYG https://t.co/DRTnThlgvQ",1201258059781287936,2019-12-01 21:53:34,3043575664,rachel
Scotch. A winner's drink. 9-3 #GoPackGo #GBvsNYG https://t.co/L1x6iIX2Sz,1201258057793261569,2019-12-01 21:53:33,617688770,Zachary
@ScriptsByJames That’s right! I don’t care what anyone says about who Packers haven’t beaten! 9-3 baby! #GoPackGo,1201258015816421376,2019-12-01 21:53:23,229552789,Suhail
#GoPats #GoPackGo @Patriots #Patriots #NEvsHOU https://t.co/aVkIDFD8Cm,1201257875034779651,2019-12-01 21:52:50,35508844,M a u r o   ⓟ
"@packers @tae15adams Unreal as usual #GBvsNYG #GoPackGo 

@tae15adams + #ProBowlVote",1201257777294913543,2019-12-01 21:52:27,1172188313370992642,From Field to Fan
"I'm Jewish, is it 🎄? It's snowing 🤔Cincinnati, Washington, Miami Dolphins all won, ofcourse the Giants lost 👏🏻👏🏻👏🏻👏🏻🙌🏻🙌🏻🙌🏻. The Giants are in great shape for the number ✌pick in the draft . Cleveland Browns are DONE! Odell Beckham Jr is trapped. Ravens to SUPER BOWL!! #GBvsNYG",1201257747796385799,2019-12-01 21:52:20,1076343709116055553,Howard Spira
@_nictro #GoPackGo i hope the vikings get humbled tomorrow night,1201257607350104064,2019-12-01 21:51:46,1126567475892695042,#ExtendEli
"Cowboys LOST. Eagles LOST. Giants LOST. Redskins WIN.

NFC East still SUCKS!

#PHIvsMIA #WASvsCAR #BUFvsDAL #GBvsNYG https://t.co/CiHR29ROwo",1201257575703928832,2019-12-01 21:51:38,849545442094403585,PTHero
@HailJaMoney23 Cornerback for the Pack #GoPackGo,1201257550299222016,2019-12-01 21:51:32,822180577,Julian Cruz
"We won! 🏈🏈🏈🏈🏈🏈🏈🏈🏈
#GoPackGo https://t.co/XuXZ9MIaWt",1201257522511958018,2019-12-01 21:51:26,1154362452332728322,JoKeR
"All I can say is, GO PACK GO!!

#GoPackGo #NFLSunday",1201257396905091073,2019-12-01 21:50:56,1113976259858583553,“Shockwave” Shaun Schoolfield
What a great weekend for Wisconsin football!!🏈 #Badgers and #Packers fan for life!!! #GoPackGo #GBvsNYG https://t.co/Noa4zDO4BH,1201257395172839425,2019-12-01 21:50:55,522324553,Karin Jarvise❄️
"@Bill_Michaels @Giants Thrilled. Nasty weather. On the road. 9-3. Now have the opportunity to go 10-3. Still control the NFC North.

#GoPackGo",1201257345608753154,2019-12-01 21:50:44,21938901,Mike Wickett
The progression of the weather today #GBvsNYG ❄️ https://t.co/oloYHJufAg,1201257342542721024,2019-12-01 21:50:43,605808851,lynn🦋
#GoPackGo,1201257340416212992,2019-12-01 21:50:42,3603337276,Madd
"Today’s win means the return of meaningful December football in Green Bay. No one is more excited about that than @AaronRodgers12. 

#GoPackGo #Packers #CHTV🧀 #GBvsNYG 

(📸: @packers) https://t.co/1mOx9QXVpf",1201257337736105986,2019-12-01 21:50:42,11090842,Cheesehead TV
@OurLiquidDuck Please let us all know once you’ve made it safely! 🙌🏻💚💛 Green and Gold rides and dies together #GoPackGo,1201257333562720256,2019-12-01 21:50:41,540333207,in Pettine we trust
"A win is a win.  Move on, get better.  Do NOT get complacent. Washington is playing hungry. Get back to work.   #GoPackGo https://t.co/JMNn5rdppU",1201257321873203200,2019-12-01 21:50:38,65830296,Chad Johnson (Not OchoCinco)
Lorenzo Carter answering questions at his locker. @EliteSportsNY #NYG #GiantsPride #GBvsNYG https://t.co/wm1kASnwu5,1201257283063341056,2019-12-01 21:50:29,401344778,Jason Leach
"A 2️⃣-touchdown day for @tae15adams! 

#GBvsNYG | #GoPackGo https://t.co/ab0FXtu8k4",1201257266915229696,2019-12-01 21:50:25,35865630,Green Bay Packers
#GoPackGo 🧀 9-3,1201257212469030913,2019-12-01 21:50:12,189645607,🧀🧠👨🏾‍⚕️👨🏾‍🔬🧬💵
Good football weekend for everyone’s favorite Midwest state #OnWisconsin #GoPackGo https://t.co/GtxDucDlVY,1201257207175794688,2019-12-01 21:50:11,65651571,Matt Dixon
#GBvsNYG #Packers #AaronRodgers https://t.co/HZt1RQ7FY1,1201257174875459584,2019-12-01 21:50:03,27678466,Jeff Ostach
#GoPackGo https://t.co/S0JI7cDnBY,1201257152205090816,2019-12-01 21:49:58,885967597715562496,Marcus Jones 💰
#gopackgo https://t.co/qyg3KyOXEB,1201257121465155584,2019-12-01 21:49:50,75304267,RoBeRt G
#GoPackGo https://t.co/FvbOOWKneG,1201257080449110017,2019-12-01 21:49:40,739658642,David Allen
TOOK OVER #GOPACKGO https://t.co/ELTE7xBQ1y,1201257044864622593,2019-12-01 21:49:32,450310516,David Garcia
#GoPackGo https://t.co/sRNheMMUIL,1201257042478059521,2019-12-01 21:49:31,411114910,PAULO
#GoPackGo 9-3🧀 https://t.co/Ae2NGUaPIp,1201257030671097858,2019-12-01 21:49:29,773689723466477568,josiah ⎊
"I'll Be Upholding 2 Of My Brothers &amp; Cousins Teams Which Is Packers &amp; Ravens For The Remainder Of The Current Season. Thank You, No Further Questions
#NFL100 
#GoPackGo
#RavensFlock",1201256959862665216,2019-12-01 21:49:12,402305744,Grizzly
Convincing win today. The Pack is back! #GoPackGo https://t.co/ka5qf12oQr,1201256940317241345,2019-12-01 21:49:07,195579416,Greg Cybulski 🇨🇦⚾️🏈🦃🏒🏁
"Snow, Rain or hail... Anytime the packers play in NJ I'm there... #GoPackGo #BeatTheGiants #ItWasCold #NotThatWisconsinCold #GreenAndYellow @ MetLife Stadium https://t.co/IzgGJSD4pG",1201256827008233472,2019-12-01 21:48:40,65195097,Cristopher Roca
#GoPackGo see y’all next Sunday @LambeauField!!! @packers @AllenLazard @Showtyme_33 @tae15adams @AaronRodgers12,1201256717062987779,2019-12-01 21:48:14,254586498,Czandlar
"@Bill_Michaels Of all the potential NFC playoff matchups you named I am not confident in any, home or away.. Just not.. #GoPackGo",1201256627460071436,2019-12-01 21:47:52,295351620,PopRock 🇺🇸
#GoPackGo,1201256503102988288,2019-12-01 21:47:23,1199268757,7.
@NFL_Scorigami #gopackgo -igami,1201256483360403457,2019-12-01 21:47:18,311189140,Jeff Murray
@packers #GoPackGo,1201256436602408962,2019-12-01 21:47:07,1155866341888471042,27-3 Thud
back to winning ways in the snow #GoPackGo,1201256411163963392,2019-12-01 21:47:01,298162410,🇮🇪Paul🍻
@cassidymckeen @Giants Adds character #GoPackGo,1201256339948879873,2019-12-01 21:46:44,384049842,Zack Rockwood
Huge win for the Packers today!! #GoPackGo,1201256300472160256,2019-12-01 21:46:34,3975898695,Brent Williams
"Here’s the difference between Lazard and any other packers WR, besides Adams. He runs, he gets open, and he makes catches. Lazard WR2. #GoPackGo",1201256208696561664,2019-12-01 21:46:13,876465150,Jayme
"Uh, literally any human being who has  seen him play football since 2008. #GoPackGo https://t.co/SDL1G5yeZK",1201256141789048832,2019-12-01 21:45:57,28645793,mjc
EASY WIN!!! #GoPackGo https://t.co/fQc14AAJDk,1201256139658125312,2019-12-01 21:45:56,2452266386,Chuckklez
Fuck the giants... #GoPackGo,1201256107295068160,2019-12-01 21:45:48,65098285,ComptonAssWoody
"They will have to win in SF to accomplish what this season’s goals are. It’s an imperfect team, but I still very much think they are capable. I mean, that’s it. Win a game no one thinks you can, or don’t. That is what the season will come down to #GoPackGo",1201256048251854848,2019-12-01 21:45:34,65651571,Matt Dixon
@GoatAaronJones I'm with u bro... no need to make friends with Vikings fans anyways...Fuck the Vikings #Gopackgo,1201256027980627968,2019-12-01 21:45:29,590445991,Cheesehead Alex
"1pm slate 

#GoPackGo -7✅
#RavensFlock -6❌
#Titans -1✅
#HereWeGo +2✅
#TakeFlight -3.5❌
#DUUUVAL -3❌
#FlyEaglesFly -10.5❌
#KeepPounding -10.5❌",1201256027037085709,2019-12-01 21:45:29,923251114807570434,Coin Jesus
@packers @AaronRodgers12 This picture makes for an excellent new background. #GoPackGo https://t.co/U4pZHnQTe8,1201255909714022400,2019-12-01 21:45:01,65812152,kayla.⚡️
Victory beer. #GoPackGo - Drinking a Best Brown Ale by @BellsBrewery - https://t.co/vlhDZ17t9W,1201255838654050304,2019-12-01 21:44:44,42085070,JD
@packers Still have work to do to get on par with the top NFC and AFC teams. On to the next one. #GoPackGo,1201255836573548544,2019-12-01 21:44:44,959905606894108672,Factoid [Dollar Bin Diver] team TBD
9-3!🧀#GoPackGo https://t.co/8mdYvUvsan,1201255832731684865,2019-12-01 21:44:43,972468767585271808,Christian #DefendTheDen😼
@ClaireBLang just did another round of shoveling!  At least the Packers won!  #GoPackGo,1201255802645962752,2019-12-01 21:44:36,40109502,Douglas Newman
🤦🏻‍♀️ #GBvsNYG,1201255780466343936,2019-12-01 21:44:30,1032180028212051969,Teresa J Mercer
"Should the Giants just fucking tank, and try to get the first pick of the 2020 draft, and trade back?

#GiantsChat
#GBvsNYG
#SundayMotivation
#GiantsPride",1201255692964892672,2019-12-01 21:44:10,918199897928716290,radiohaven.com
Are you guys SURE you don’t want to be Packers fans?!? #GOPACKGO https://t.co/y3jGwp3fmD,1201255664070397952,2019-12-01 21:44:03,249387826,DeeVante Adams
#Packers QB Aaron Rodgers gets No. 38. Read this gem from @mattschneidman of @TheAthleticWISC to find out what I'm referring to: https://t.co/3cMEzdcAj3 #GoPackGo #GoPack #GBvsNYG #NFLSunday #NFLRedZone  #NFL100 @TheAthleticNFL,1201255655069421568,2019-12-01 21:44:01,275090146,Jeff Maillet
"#GBvsNYG in a nutshell: After last week's debacle, The Packers roar back and take out their anger on the Giants in the snow.

BTW, there's a big imprint of a body where the Giants were standing.",1201255645476872192,2019-12-01 21:43:58,456847676,Dustin Fike
@MarcedesLewis89 Nice TD today! I had to do 89 Jumping Jacks! I do as many jumping jacks as the Packer player who scores a TD! Very Happy for you!#GoPackGo!   💚💛🏈🧀🧀🍪💪🤠🔥,1201255642532601856,2019-12-01 21:43:58,513716222,Nancy Beaulieu
"Oh, yeah!! @AaronRodgers12 is the FedEx Player of the Day!! 4 TDs!! You've earned it!!  Congrats!! 😘👏🏾🎉 #GBvsNYG #GoPackGo #BigDog https://t.co/93jvT3oaPx",1201255607975718913,2019-12-01 21:43:49,351364863,Tiffani Michelle
"@Giants, you suck. Packers at Giants #GBvsNYG https://t.co/YtJLjudLB8",1201255595845804034,2019-12-01 21:43:46,25727356,Natasha Dalanah
That fucking cat @DaEntertainah85 @MrBaddog7676 #GiantsPride #giants #NYGiants #GBvsNYG #NFL https://t.co/ZJ9a711ZxU,1201255578326061056,2019-12-01 21:43:42,747590518524227584,Jon
WE HERE! WE MAY GET MAD BUT WE AINT NEVA LEFT YALL!!!! 👏🏾👏🏾👏🏾👍🏾👍🏾💥💥 #GoPackGo https://t.co/Uvca9Fmczy,1201255562605998080,2019-12-01 21:43:39,3068852509,Kenny p💚💛🍹♌
#GoPackGo 💚❄️ https://t.co/asDsLYHP1S,1201255551268601856,2019-12-01 21:43:36,3037148115,Jaime Ellyn
#gopackgo @packers https://t.co/hrI51LRTiB,1201255536047603715,2019-12-01 21:43:32,1233257761,Nelius D. 🐣🐤 Tweets 🐥🐦
9-3 💚💛 #GoPackGo,1201255511200391168,2019-12-01 21:43:26,274283445,Neto Montemayor
"Ok Super Bowl 45 MVP @AaronRodgers12 here's what I want U 2 do, next week in Lambeau: #gopackgo #BEATREDSKINS #KICKREDSKINSOUTOFPLAYOFFS #dccfamily #dccfanandsupporter4LIFE #WASvsGB ❤️️⚡️️💪🔥🏈",1201255500609806336,2019-12-01 21:43:24,1936359390,Dean Walker
Glad I get some sort of Sunday relief! #GoPackGo https://t.co/FahBvYpNBG,1201255496956731392,2019-12-01 21:43:23,1486308636,Brandon Smith
Good game packers... we are heading to Lambeau next weekend for some birthday times... haven't been in a few years so I am ready for that #GoPackGo,1201255495740379136,2019-12-01 21:43:23,277265939,Brian Palmgren
Erste Winning Season seit 2 Spielzeiten. Fühlt sich gut an. #GoPackGo,1201255392195551232,2019-12-01 21:42:58,1083320348773359616,🏈 PackersDE 🏈
"#NFL100 FINAL

#Titans 31 vs 17 #Colts 

#GoNiners 17 vs 20 #RavensFlock

#TakeFlight 6 vs 22 #SeizeTheDEY

#Browns 13 vs 20 #HereWeGo

#FlyEaglesFly 31 vs  37 #FinsUp

#HTTR 29 vs 21 #KeepPounding

#GoPackGo 31 vs 13 
#GiantsPride

#GoBucs 28 vs 11 #DUUUVAL https://t.co/mzz0uFLpSj",1201255389116948482,2019-12-01 21:42:57,499358594,Publisport México
winning season secured. not bad for a rookie head coach. #GoPackGo,1201255373111484420,2019-12-01 21:42:53,1085019947565236229,Packers Shareholder MX
"Pat Shurmur: let's go for it on 4th down even though we can clearly kick a field goal

Giants fan:
#GBvsNYG https://t.co/MqH5FNnINT",1201255372172021761,2019-12-01 21:42:53,1193757636807864321,🏁Mars🏁
#GoPackGo,1201255236553175040,2019-12-01 21:42:21,895096781461110784,❌Marcus❌Brown❌
#Giants’ Janoris Jenkins blasts defensive coordinator https://t.co/V8YjfRXAXw #GiantsPride #GoPackGo #JanorisJenkins #Packers https://t.co/W5M1Tc0d9y,1201255232300294147,2019-12-01 21:42:20,1943371212,Sportsnaut
#GoPackGo,1201255217473437701,2019-12-01 21:42:16,1156004800212983808,PizzaManeMusic
@VicariJohn @saquon #GoPackGo,1201255126226407425,2019-12-01 21:41:54,2665623077,Brennan Miller
"NFL Week 13 Bets today are 3-0
Didn't even have to use Fantasy Cruncher to figure out how to make money

#Buccaneers 💵
#Titans 💵
#GBvsNYG UNDER 💵",1201255066289737729,2019-12-01 21:41:40,349249967,Betting Bartender
#GoPackGo,1201255054830788608,2019-12-01 21:41:37,2257024968,Lev
"NFL Early Game Covers 🏈🏈🏈

#HereWeGo +1
Under 40📉

#GoNiners +6✅
Under 45📉

#GoBucs -3✅
Under 46.5📉

#GoPackGo -6.5✅
Over 43.5📈

#HTTR +10.5
Over 39📈

#Titans -1✅
Over 42📈

#FinsUp +10✅
Over 45📈

#SeizeTheDEY +2.5📈
Under 43📉",1201255006034386948,2019-12-01 21:41:26,1070525447040090112,Good Bettor Bets
Thank you! RT @packers: 💪 #GoPackGo https://t.co/SE9vmrDisE,1201254949973352450,2019-12-01 21:41:12,24401144,Claire B Lang
9-3 💪💪💪 #GoPackGo https://t.co/cFbl8HUegY,1201254938304811010,2019-12-01 21:41:10,1064809714926657536,Tony Soprano
@packers @HailRodgers12_ @AaronRodgers12 Thanks for the new wallpaper!! #GoPackGo,1201254887318794240,2019-12-01 21:40:58,736125746,Spencer Chaffee
Who are we? ... PACKERS ... Who are we? ... PACKERS ... Who are we? ... PACKERS!!! GO PACK GO! What a win in the Meadowlands! Heard the GoPack Go chants on TV. Love me some cheese! #CheeseHead #GoPackGo #PackersWin,1201254880515690496,2019-12-01 21:40:56,245059088,Cyber Boss FAL
Giants now in the basement of the NFC East. 🤦🏻‍♂️ #GBvsNYG #WSHvsCAR,1201254880423362561,2019-12-01 21:40:56,44174221,🅷🅴🅲♐️
Me watching the #Packers win comfortably while it’s snowing out #GoPackGo https://t.co/smcxPd3C8x,1201254856251629568,2019-12-01 21:40:50,243247020,"The Marcdalorian, Juice Fett"
Aaron Rodgers: Throws four touchdowns in snow #GoPackGo - https://t.co/ayOhXI8QuZ,1201254814727987202,2019-12-01 21:40:40,2542083714,RotoWire🏈
Aaron Rodgers: Throws four touchdowns in snow #GoPackGo - https://t.co/zyzoro9ZVH,1201254813742317570,2019-12-01 21:40:40,31614413,RotoWire⚡
"Aaron Rodgers gets killed vs SF and his line sucks. Today they play the Giants and he’s the greatest ever. 
Come on man!!!
#GBvsNYG",1201254813633150976,2019-12-01 21:40:40,1171131657694302208,joe
#GoPackGo #Packers 9-3 🏈💪🏼🏈 https://t.co/KWoRkgRqMz,1201254755902873600,2019-12-01 21:40:26,363885582,✨Emily Harries✨
#GoPackGo,1201254752685678592,2019-12-01 21:40:25,39205091,Donaven
#GoPackGo great win!,1201254740937650176,2019-12-01 21:40:23,2901441804,Coxy 🏴󠁧󠁢󠁷󠁬󠁳󠁿
"Not many people can say they’ve been to a snow game. Happy I’m one of them.
What a blast. #GoPackGo https://t.co/qpaS7wSuGc",1201254700559085570,2019-12-01 21:40:13,272293847,Christopher Grilli
Giants now are picking number 2 #GBvsNYG,1201254650017660928,2019-12-01 21:40:01,77348432,kevin goger
"#Packers down Giants to improve to 9-3

📰: https://t.co/Xbsh4sj99l 

#GBvsNYG | #GoPackGo https://t.co/4X1YkKqNWa",1201254591616212992,2019-12-01 21:39:47,35865630,Green Bay Packers
"Teraz przed nami Redskins u siebie, czyli kolejny must win. Przy dobrych wiatrach możemy być blisko zapewnienia sobie miejsca w WC, natomiast o dywizji zadecydują mecze z bezpośrednimi rywalami. Ale sytuacja jest dobra #nflpl #GoPackGo",1201254579213606914,2019-12-01 21:39:44,218966632,Raoul Duke
On to the next #GoPackGo,1201254559047389185,2019-12-01 21:39:39,63578068,TMC
"برباعية ارون رودجرز، قرين باي باكرز ينتصر على نيويورك جاينتس 🔥#GoPackGo 
 https://t.co/h4Znh4VUGw",1201254456685453313,2019-12-01 21:39:15,2934668062,كرة القدم الأمريكية
#GoPackGo,1201254412058079242,2019-12-01 21:39:04,1329723626,#iLLSmith♉️
I know it hasn’t been easy for Daniel Jones this season. But I’m sure he appreciated Aaron Rodgers and his words of encouragement. Much respect. #GBvsNYG https://t.co/zrGf6mzBrr,1201254402566316039,2019-12-01 21:39:02,16147965,Ryan Faison
"@Giants fans to Coach Shurmur....
#GTFO #giantspride #GBvsNYG #fireshurmur #GMEN #NYG #NFLSunday #NFL #NFL100 #whamageddon #greenbay #PackersRollCall https://t.co/glZ3mBOaS7 https://t.co/gM8yuhCCDi",1201254371171950592,2019-12-01 21:38:54,1199399577419431936,The Hitter
"I like the Giants, but you have to be that bad to be the first team eliminated from the playoffs in the NFC East #GBvsNYG https://t.co/NqtLkGlDCz",1201254352469540865,2019-12-01 21:38:50,870845718348562434,The Infamous Gus Da Motherfuckin Bus
9-3 #GoPackGo,1201254351039275018,2019-12-01 21:38:50,152140323,Cashew 🥜
😍😍😍😍 #GoPackGo https://t.co/MZAeHLP0lh,1201254345301536768,2019-12-01 21:38:48,328833321,✨🌸Hayley Suzanne🌸✨
I love football #GoPackGo,1201254267400552448,2019-12-01 21:38:30,111112782,Alvaro Luna
Win Probability Chart for 2019 Week 13: @packers at @Giants with data courtesy @nflscrapR #NFL #GBvsNYG https://t.co/5PVco2bKAS,1201254203886161920,2019-12-01 21:38:15,2836111214,Lee Sharpe
"#GoNiners 17-20 #RavensFlock 
#GoPackGo 31-13 #GiantsPride 
#Titans 31-17 #Colts
#Browns 13-20 #HereWeGo 
#GoBucs 28-11 #DUUUVAL
#FlyEaglesFly 31-37 #FinsUp
#TakeFlight 6-22 #SeizeTheDEY 
#HTTR 29-21 #KeepPounding",1201254182658830336,2019-12-01 21:38:10,2850823491,Alejandro Pérez 
"To his credit #81 made couple quality catches.  #GoPackGo 
9-3.",1201254165600751617,2019-12-01 21:38:05,1013843252,Gary N Upchurch
"😊
#GoPackGo https://t.co/rItTDlFCbx",1201254162325000194,2019-12-01 21:38:05,946771518150803456,Shelly88💚💛🏈
"HAPPY PRE BDAY TOOO MEE!!!! 🙌🏼💚💛💚 
#GoPackGo https://t.co/MN8G8hSu7q",1201254129869500428,2019-12-01 21:37:57,823284260954050560,Lex
"@DrewOlsonMKE I own a Favre Jet's jersey, because I was that mad. I used it in a ESPN bit for an anniversary of the butt fumble a few years ago. #GoPackGo",1201254101847355399,2019-12-01 21:37:50,127758536,Matt B
"Game Recap: Bouceback in the Big Apple, Packers topple Giants 31-13 https://t.co/cMsMB9f2zV #Packers #GoPackGo https://t.co/pInXE2FTnr",1201254035023466496,2019-12-01 21:37:34,11090842,Cheesehead TV
"#NFL100 scores

#LACvsDEN 0-0 (1)
#OAKvsKC 0-0 (1) 
#LARvsAZ 3-0 (1) 
#NYJvsCIN 6-22 (F) 
#TENvsIND 31-17 (F)
#PHIvsMIA 31-37 (F)
#GBvsNYG 31-13 (F)
#CLEvsPIT 13-20 (F)
#WASvsCAR 29-21 (F)
#TBvsJAX 28-11 (F)
#SFvsBAL 17-20 (F)",1201254030296723456,2019-12-01 21:37:33,114812434,tackleo.com
Bueno... #GoPackGo https://t.co/kGX0PoXHjF,1201253981923741697,2019-12-01 21:37:22,35335111,a í d a
"Ok. We played a crappy team, but a win is a win! We did a great job recovering from an embarrassment in the last game. One step closer to the Super Bowl! #GBvsNYG #GoPackGo @NFL",1201253923937570817,2019-12-01 21:37:08,28463705,Melissa
"today was amazing. saw my boys play in snow, sleet and rain. THEY WON 🤙🏻 #GoPackGo @packers @AaronRodgers12 https://t.co/FF5XjBxJ1H",1201253913149743106,2019-12-01 21:37:05,156727365,Tori
"The Giants 34 losses in the past 3 seasons are the most in a 3 year stretch in their history - and 4 games remain this season.

It has to get better.  #GBvsNYG",1201253855792529408,2019-12-01 21:36:52,937676766,John Bradshaw
@TheRealZSmith #GoPackGo https://t.co/rFpDqqoeqn,1201253803871363074,2019-12-01 21:36:39,538594047,Richard Biddle
Packers baby!!! #GoPackGo https://t.co/pH6nnRDp9G,1201253795772153861,2019-12-01 21:36:37,1322995754,Jenn Jenn
"Gotta love @AaronRodgers12. Even when he’s playing my team, it’s hard not to watch in awe at his talent. #GBvsNYG #GiantsPride https://t.co/s5iPYQcCcr",1201253751073517569,2019-12-01 21:36:27,101974483,Eric Mathieu
"#NFL 🏈 ¡FINAL! 
#FlyEaglesFly 31-37 #FinsUp
#HTTR 29-21 #KeepPounding
#TakeFlight 6-22 #SeizeTheDEY
#Titans 31-17 #Colts
#GoNiners 17-20 #RavensFlock
#GoBucs 28-11 #DUUUVAL
#GoPackGo 31-13 #GiantsPride
#Browns 13-20 #HereWeGo",1201253745914531841,2019-12-01 21:36:25,63818752,Telemundo Deportes
"9-3 feels good! Nice to have @BBulaga out there! 

#GoPackGo #Packers🏈🧀

https://t.co/I0gxyLERlI",1201253715396714500,2019-12-01 21:36:18,21684587,Rob McMahon 🏈🧀
Leaving #Vegas and what #milwaukee is 73 degrees #wtf #sundayfunday #gopackgo 💚💚💚 https://t.co/b3tca7nnbH,1201253694957768704,2019-12-01 21:36:13,24584990,Nola J
"It's a damn good day to be a #cheesehead 🧀 

#GoPackGo 💚💛💚💛",1201253686309261313,2019-12-01 21:36:11,4123921696,rayne 🌸🦄💋
Even in the snow....he’s the man! @aaronrodgers12 #GoPackGo #PackersNation https://t.co/uoOGkd1aj6,1201253683507253248,2019-12-01 21:36:11,81502170,Christy©
"@IKE_Packers 2nd year GM
1st year head coach
If you had said they'd be 9 and 3 at this point before the season, EVERY #Packers fan would have taken it. Yes they have some holes and can be frustrating at times but everything is still in front of them going forward #GoPackGo",1201253668013645827,2019-12-01 21:36:07,312116679,Joe in Superior
