"","text","tweet_id","tweet_time","tweeter","tweeter_name","GoPackGo","Packers","GBvsNYG","GiantsPride","Giants","Association"
"682","#GoPackGo https://t.co/PG33dgDNMT",1201244634766295040,"2019-12-01 21:00:13",31422711,"Frank Pallotta",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"683","E una! #GoPackGo",1201244631398277120,"2019-12-01 21:00:12",2546319283,"GianVand",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"684","Well, not a perfect game, not a clean game, but it's a nice bounce back win. #GoPackGo",1201244628667772928,"2019-12-01 21:00:12",3184692785,"Geoff Rue",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"685","Weeee #GoPackGo

Time for stress free football now 👌🏻",1201244626964942848,"2019-12-01 21:00:11",493556410,"Greggs Benedict 🍳",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"686","#GoPackGo https://t.co/OfqeoBgwj5",1201244623370362880,"2019-12-01 21:00:10",471794806,"Nolan LaValley",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"687","9-3. Onto da next #GoPackGo",1201244621910638592,"2019-12-01 21:00:10",869986902341861376,"diego🏁",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"688","9-3. #GoPackGo https://t.co/AJpsric0Cy",1201244612985335808,"2019-12-01 21:00:08",3224772179,"Erick Mattos",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"689","31-13, in the snow on the road, 3 INTS, no turnovers, no sacks (I think) I'll take that #GoPackGo",1201244612540747776,"2019-12-01 21:00:08",274531921,"Christopher McCallum",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"690","Annnnd Daaaaa Packers win..... 💪💛💚 We needed this after last week's ass whooping...
#GoPackGo @packers",1201244611576049664,"2019-12-01 21:00:08",1114511924778164224,"AD",TRUE,TRUE,FALSE,FALSE,FALSE,"PackersTweets"
"691","#Gopackgo",1201244611227860992,"2019-12-01 21:00:08",4028358614,"⏳⌛️",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"692","🧀 #FIMDEJOGO 🧀

Packers faz o dever ""de casa"", bate o fraco New York Giants e dá mais um passo importante rumo aos playoffs! Destaques:

Aaron Rodgers: 4 TDs passados
Allen Lazard: 103 jardas recebidas, 1 TD
Defesa: 3 interceptações

🧀31x13🎡

#GoPackGo #GBvsNYG",1201244607100706816,"2019-12-01 21:00:07",2729359219,"Cheeseheads Brasil",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersTweets"
"693","#GoPackGo https://t.co/tEpyzud1mg https://t.co/AnHRxgQGNW",1201244605544587264,"2019-12-01 21:00:06",169131153,"Richie Gecko GB 9-3 🏁",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"694","@JDTrevino1 Dub #gopackgo",1201244604751892480,"2019-12-01 21:00:06",718959245324980224,"Sebastian Valenzuela",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"695","As this one winds down towards a final score we have been @RyanPeacockNFL and @SteDiddyNFL here in the @ukpackers HQ! Thank you for following along! 

That means it is time for our UK Packers follow train! RT and follow everyone else who does! #GoPackGo https://t.co/rDAwtj8NTT",1201244600389820416,"2019-12-01 21:00:05",1390248440,"UK and Irish Packers",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"696","🧀🧀🧀🧀🧀🧀🧀🧀🧀-3

#GoPackGo",1201244595960586240,"2019-12-01 21:00:04",713306094,"kevin",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"697","9-3 #GoPackGo",1201244595830611968,"2019-12-01 21:00:04",134992389,"All Gas No Fucking Break",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"698","#GOPACKGO",1201244587152617472,"2019-12-01 21:00:02",568696344,"Jzsh",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"699","9-3!!!!!! #GOPACKGO",1201244581578334208,"2019-12-01 21:00:00",1062620614010257408,"K.🎅🏾☃️🎄",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"700","FT #Packers win it 31-13 #Pack #PackerNation #GoPackGo #Packers #GBvsNYG @ukpackers @packers",1201244576981377024,"2019-12-01 20:59:59",23562609,"Jeremiah The Bullfrog",TRUE,TRUE,TRUE,FALSE,FALSE,"PackersTweets"
"701","Good win today guys. #GoPackGo #Packers",1201244569087729664,"2019-12-01 20:59:57",904033348305203200,"Brandon Norton",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"702","FIM DE JOGO!

Packers 31-13 Giants

#GoPackGo
#GBvsNYG",1201244568399822848,"2019-12-01 20:59:57",919978301212577792,"Lambeau Leapers BR 🧀",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersTweets"
"703","Nine and three for the green and gold! #GoPackGo https://t.co/UUSaM6M2oY",1201244566998978560,"2019-12-01 20:59:57",281646078,"Justin Mathis",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"704","#GoPackGo 9-3",1201244562234236928,"2019-12-01 20:59:56",834194592,"Evan Kaminski (9-3) 🧀",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"705","#GoPackGo 💛💚",1201244562137718784,"2019-12-01 20:59:56",24657377,"Bethany Huff",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"706","Green Bay Packers 9-3! #GoPackGo",1201244560338423808,"2019-12-01 20:59:55",221368558,"Patrick Baelz",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"707","@waynelarrivee @kuhnj30 @jasonjwilde @AaronRodgers12 @MarkTauscher65 @DennisKrause1 @gneitzel16 @WesHod @GNeitzel @Showtyme_33 @crosbykicks2 Final, #Packers 31, Giants 13. Good guys now 9-3.

#Packers Second Screen for instant updates/analysis: https://t.co/zeZOUj2KVR
Listen Live (desktop): https://t.co/kDQ8UesM8z #GoPackGo https://t.co/zQ5hlwdJB5",1201244547709313024,"2019-12-01 20:59:52",18719880,"620wtmj",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"708","@packers Good win #GoPackGo still #1 in the nfc north 👍👏👏",1201244547663192064,"2019-12-01 20:59:52",30713421,"Justin Wrestling",TRUE,TRUE,FALSE,FALSE,FALSE,"PackersTweets"
"709","It turned out to be a dominating win, just as I hoped for and expected. Not perfect by any means, but this is what we needed after getting crushed by San Francisco. 9-3, baby. Let’s get to double digits next week. #GoPackGo",1201244545159254016,"2019-12-01 20:59:52",2180970049,"Packers Stuff",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"710","And what did I tell y’all! Easy win for my team! #GoPackGo https://t.co/yT4Kdo5CgD",1201244544739741696,"2019-12-01 20:59:52",317451702,"ABDIBAQI",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"711","#GoPackGo #GoPackGo #GoPackGo #GoPackGo",1201244543254958080,"2019-12-01 20:59:51",2494928624,"Bexter37 LUV Sethie Rollins",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"712","Der Sieg der Ravens macht nicht nur die NFC West spannend, sondern gleich auch das ganze Rennen um die Playoff Seeds in der NFC. #ranNFL #GoPackGo",1201244543028486144,"2019-12-01 20:59:51",766610028967161856,"Jan-Philipp Schreiber",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"713","@packers win!!!
#GBvsNYG was a great game. 9-3 
#GoPackGo 
@Packer_Nation @Titletownsound",1201244527316496384,"2019-12-01 20:59:48",326335713,"Keith Madison",TRUE,TRUE,TRUE,FALSE,FALSE,"PackersTweets"
"714","9-3 #GoPackGo",1201244524510633984,"2019-12-01 20:59:47",95680394,"Purusam",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"715","Big W today to build some positive momentum. #GoPackGo https://t.co/t21kFN6TLd",1201244522937815040,"2019-12-01 20:59:46",14389837,"Brian Himmelfarb",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"716","Packers win!!! #GoPackGo",1201244521595592704,"2019-12-01 20:59:46",60754273,"#GoPackGo (9-3)",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"717","Packers win! #GoPackGo #GBvsNYG",1201244518848323584,"2019-12-01 20:59:45",187440481,"Sina",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersTweets"
"718","9-3 #GoPackGo",1201244510061256704,"2019-12-01 20:59:43",398250587,"Francis Abad",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"719","9-3! #GoPackGo",1201244508870119424,"2019-12-01 20:59:43",837042358281592832,"Garrett Adair",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"720","#GoPackGo 9-3 https://t.co/ZB8qWtcOgx",1201244506013806592,"2019-12-01 20:59:42",625044118,"william",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"721","Yes yes yes 💪🏻💚💛 #GoPackGo https://t.co/ajSWvVhhXn",1201244503476252672,"2019-12-01 20:59:42",769953486347927552,"Lambeau 09",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"722","#GoPackGo",1201244498359209984,"2019-12-01 20:59:41",1110760286041055232,"Jorge",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"723","Lets go!!! 9-3 #GoPackGo much needed win! Onto the redskins, get to face the man himself Haskins",1201244497415417856,"2019-12-01 20:59:40",161737471,"Charlie",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"724","Good win! #GoPackGo  💚🏈💛",1201244496287145984,"2019-12-01 20:59:40",22037935,"Jamie ❤",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"725","9-3. #Packers win one they needed to win. 

Rodgers was excellent for the most part, as he should be. 

Za'Darius Smith was everywhere. 

Savage, King, Tramon INTs. 

#GoPackGo",1201244494324260864,"2019-12-01 20:59:40",2546956596,"Ethan Carter",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"726","Congratulations to my @packers!! I believe we can...#RunTheTable!! #GBvsNYG  #GoPackGo",1201244494236147712,"2019-12-01 20:59:40",351364863,"Tiffani Michelle",TRUE,TRUE,TRUE,FALSE,FALSE,"PackersTweets"
"727","W. 9-3 #GoPackGo",1201244492264701952,"2019-12-01 20:59:39",767522902912532480,"luis  🐶〽️",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"728","9-3🧀
#GoPackGo",1201244488414482432,"2019-12-01 20:59:38",1117435790,"i need a new name",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"729","#GoPackGo",1201244482521509888,"2019-12-01 20:59:37",192201560,"Jeff",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"730","31-13. Beautiful day. #GoPackGo https://t.co/mD5dencfmO",1201244479224713216,"2019-12-01 20:59:36",3568873940,"Sean Kleisinger",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"731","#GoPackGo https://t.co/detosvWfu8",1201244477807091712,"2019-12-01 20:59:36",152058460,"Eugenio Astesiano",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"732","KEEP FOLLOWING YOUR FREE CAPPERS KIDDOS, YOU NEVER LEARN!!

2-0 NFL SUNDAY
TAMPA BAY #GOBUCS-2.5
💰💰💰💰💰💰

GREEN BAY #GOPACKGO-6.5
💰💰💰💰💰💰

***POY NEXT***",1201244475743461376,"2019-12-01 20:59:35",3222383187,"StevieB Sports Picks",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"733","#GBvsNYG @packers I will say which I don't know why he isnt mentioned more but our new punter has a boot that truly makes a big difference in a game as he has been punting that ball almost as far as when Hester had to run back from janikowskis kick with the bears lol",1201244474099355648,"2019-12-01 20:59:35",1170217478162669568,"John Kowalski",FALSE,TRUE,TRUE,FALSE,FALSE,"PackersTweets"
"734","Now on to the R words 9-3 #GoPackGo",1201244468898418688,"2019-12-01 20:59:34",853855267,"Ryan",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"735","The Giants couldn’t have stopped Aaron Rodgers if they had 12 men on the field today. 

9-3

#VictoryFormation #GoPackGo https://t.co/oHXLH4Noc9",1201244468869058560,"2019-12-01 20:59:34",309337511,"Mike Schad™",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"736","#GoPackGo! The Green Bay #Packers (9-3) bounce back with a 31-13 victory in New York!",1201244459863859200,"2019-12-01 20:59:31",2791124550,"David Ruiz",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"737","LETS GO! 9 - 3! #GoPackGo https://t.co/5an75UQfcN",1201244458425020416,"2019-12-01 20:59:31",2933932694,"Fury 🌹#NorthFury",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"738","Walk in the park!!! #GOPACKGO",1201244456239824896,"2019-12-01 20:59:31",34391813,"Juan Alonso 🗯",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"739","PACKERS WIN!!!! 9-3
#GoPackGo #Packers 💚🏈💛🧀",1201244452305743872,"2019-12-01 20:59:30",30452309,"Julie Maguire",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"740","Final @packers win 31-13 #GoPackGo",1201244449059287040,"2019-12-01 20:59:29",1018655442917101568,"Wisconsin Sport Updates",TRUE,TRUE,FALSE,FALSE,FALSE,"PackersTweets"
"741","And that’s a #Packers Win. Winning games is better than losing them, it’s science or something, maybe math, I can’t remember. It’s a good thing no matter what. #GoPackGo",1201244447943675904,"2019-12-01 20:59:29",11373142,"Wally",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"742","9-3 on to the next week #GoPackGo",1201244445112438784,"2019-12-01 20:59:28",536447932,"Jay Gutierrez",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"743","Making snow angels in the end zone #GoPackGo lol 😂 they have to make up for that  ig loss last week 🤷🏽‍♀️ https://t.co/ZTm31ItW1n",1201244435180392448,"2019-12-01 20:59:26",209244748,"Patricia ♋️🏈🏀👠👩‍👦‍👦🏋🏽‍♀️🤟🏽",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"744","A win to start December? Hell yes! #GoPackGo https://t.co/v6e0DTbF8n",1201244434802843648,"2019-12-01 20:59:25",2496311647,"Kadi",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"745","We will take the win, #GoPackGo  9-3!",1201244434639282176,"2019-12-01 20:59:25",741683207679021056,"Mitch Mazur",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"746","WE GOT THE W!!!!!!!!!!!!!! #GoPackGo",1201244420345077760,"2019-12-01 20:59:22",315960141,"kelsey",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"747","#GoPackGo 🧀",1201244419145523200,"2019-12-01 20:59:22",944792370,"Cameron Timm",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"748","#Packers fans! Your team is 9-3 with two consecutive home games coming up, how ya feelin’? #GoPackGo",1201244418201833472,"2019-12-01 20:59:21",1038162381459865600,"(9-3) vs WAS",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"749","Packers win #GoPackGo https://t.co/c1yeFMz2wa",1201244418012893184,"2019-12-01 20:59:21",461560772,"Phil 🌵",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"750","Great win boys 💛💚 #GoPackGo",1201244417211994112,"2019-12-01 20:59:21",1069614443875717120,"Packersgurl😈😈(9-3)",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"751","9-3. #GoPackGo",1201244406172540928,"2019-12-01 20:59:19",216418400,"Jon Lizotte",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"752","9-3 #GoPackGo",1201244399549734912,"2019-12-01 20:59:17",702681528615178240,"Shane Wielepski",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"753","Had to come back after last week ass kicking #GoPackGo",1201244387268673536,"2019-12-01 20:59:14",2278493896,"FATBOODAGAIN",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"754","9-3 #GoPackGo",1201244384680960000,"2019-12-01 20:59:14",188547477,"Jake Lund",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"755","Nice win by the Packers. 31-13. Didn’t miss by much. #GoPackGo",1201244383233884160,"2019-12-01 20:59:13",99157961,"Tim Ochnikowski",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"756","9-3 baby!  Good team win!  Great to get Tae in the endzone a couple times!  #GoPackGo #PackersRollCall",1201244377391214592,"2019-12-01 20:59:12",2954296284,"Lil Baby Packer Yoda",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"757","Packers win!!! #GoPackGo",1201244373138202624,"2019-12-01 20:59:11",458908503,"Alexa Wood",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"758","And that's your ballgame... Really, 9-3 is an impressive record for this Packers team  #GoPackGo",1201244370030211072,"2019-12-01 20:59:10",45212208,"Ray.is.old",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"759","PACKERS WIN!!! 9-3 #GoPackGo",1201244366683156480,"2019-12-01 20:59:09",750075034367033344,"OberSports",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"760","It’s always a good #Packers game when QB2 is in after the 2 minute warning. 😉🧀 #GoPackGo #GBvsNYG",1201244361293516800,"2019-12-01 20:59:08",43422263,"Jennifer",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersTweets"
"761","#GoPackGo",1201244352179318784,"2019-12-01 20:59:06",451677799,"Adam Rutz V",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"762","Good win #GoPackGo 🏈",1201244348232454144,"2019-12-01 20:59:05",2460611563,"Apa",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"763","9-3 #GoPackGo",1201244343014699008,"2019-12-01 20:59:04",1100024234,"Jacob Norman",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"764","You see it!!! Go Greenbay!!!! #GBvsNYG #GoPackGo #packers https://t.co/vhprTD18TB",1201244335905419264,"2019-12-01 20:59:02",1176313435090563072,"Kimberly Blye",TRUE,FALSE,TRUE,FALSE,FALSE,"PackersTweets"
"765","The human victory cigar Tim Boyle is in. #Packers #GoPackGo https://t.co/xEnwg5b30x",1201244333393006592,"2019-12-01 20:59:01",40389379,"Matt",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"766","9-3 #GoPackGo",1201244332902305792,"2019-12-01 20:59:01",425159986,"Jay Moss",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"767","9-3, never in doubt. #GoPackGo",1201244330956079104,"2019-12-01 20:59:01",1320530214,"Paul Tribbey",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"768","Packers Win!!!!!! #GoPackGo",1201244328649199616,"2019-12-01 20:59:00",160780289,"Terrance Smith",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"769","#GoPackGo",1201244326354997248,"2019-12-01 20:59:00",100885880,"No🐍Culd🐍Me .. 🤲🏽",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"770","Victory formation is my favorite formation.
#GOPACKGO #GOPACKGO",1201244321770614784,"2019-12-01 20:58:59",36912648,"Amanda Kamla",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"771","9-3! #GoPackGo",1201244316875870208,"2019-12-01 20:58:57",368789421,"Matthew Moore",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"772","Snow angel weekend. #GoPackGo #OnWisconsin https://t.co/GLnD5aGeET",1201244313327472640,"2019-12-01 20:58:56",140087577,"Jed Dawson",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"773","#GoPackGo",1201244313214210048,"2019-12-01 20:58:56",2450685925,"Cavan Finn",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"774","9-3 @packers 💚💛💚 #GoPackGo",1201244309623910400,"2019-12-01 20:58:56",403952896,"NERRY",TRUE,TRUE,FALSE,FALSE,FALSE,"PackersTweets"
"775","Back to the winning ways, Rodgers looked great, OL kept him safe no Turnovers. Defense got 3 picks can’t be mad at alot. I get it’s against a bad team but this is what I expect and lets keep it rolling against good teams #GoPackGo",1201244287129858048,"2019-12-01 20:58:50",1014060115090198528,"Buckets",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
"776","9-3 baby!  Good team win!  Great to get Tae in the endzone a couple times!  #GoPackGo",1201244281626939392,"2019-12-01 20:58:49",328178310,"Kfran",TRUE,FALSE,FALSE,FALSE,FALSE,"PackersTweets"
